,country,year,status,lifeexpectancy,adultmortality,infantdeaths,alcohol,percentageexpenditure,hepatitisb,measles,bmi,under-fivedeaths,polio,totalexpenditure,diphtheria,hiv/aids,gdp,population,thinness1-19years,thinness5-9years,incomecompositionofresources,schooling,fdi,birth_per_woman,water,math4,gini,out_of_pocket_share,aid_perperson,poverty,electricity,cellphone
104,armenia,2007,Developing,73.5,132.0,1,3.99,44.57219966,85.0,1,49.7,1,9.0,4.31,88.0,0.1,3138.8873,293356.0,2.0,2.1,0.7070000000000001,11.7,7.25233197719082,1.4,97.3,500.0,31.2,54.9,119.995169468538,0.10099999999999999,595.0,1876411.0
105,armenia,2006,Developing,72.9,141.0,1,4.01,244.5352767,78.0,137,49.2,1,87.0,4.58,87.0,0.1,2158.299,29585.0,2.0,2.1,0.6920000000000001,11.2,7.3073150316137,1.3,97.0,,29.7,57.7,72.8085352161382,0.0952,574.0,1259762.0
106,armenia,2005,Developing,73.0,137.0,1,4.25,20.21822828,91.0,2281,48.8,1,92.0,5.25,9.0,0.1,1643.758397,2981259.0,2.0,2.1,0.679,10.9,5.96010633958357,1.4,96.7,,36.0,66.6,57.901516138660405,0.127,578.0,318044.0
107,armenia,2004,Developing,73.0,132.0,1,3.81,97.74087744,91.0,1783,48.4,1,93.0,5.5,91.0,0.1,1191.96192,3612.0,2.0,2.1,0.6679999999999999,10.9,6.909902013030949,1.4,96.3,,37.5,71.5,85.352847022444,0.23,550.0,203309.0
108,armenia,2003,Developing,72.7,134.0,1,3.03,7.341493148,93.0,4,48.1,1,96.0,5.56,94.0,0.1,93.1661567,31786.0,2.0,2.1,0.657,10.8,4.376570096726581,1.4,96.0,456.0,33.0,69.1,82.9707209759809,0.324,534.0,114379.0
109,armenia,2002,Developing,72.6,134.0,1,2.86,57.17810403,91.0,40,47.8,1,96.0,5.4,94.0,0.1,783.261699,333897.0,2.1,2.1,0.645,10.8,4.65949974895049,1.2,95.7,,34.8,68.6,97.30459522801519,0.442,497.0,71349.0
110,armenia,2001,Developing,72.6,141.0,1,2.86,53.19373012,69.0,69,47.4,1,97.0,5.94,94.0,0.1,694.435119,35655.0,2.1,2.1,0.644,11.1,3.29806741743693,1.2,95.4,,35.4,69.6,69.3188128512374,0.5760000000000001,488.0,25504.0
111,armenia,2000,Developing,72.0,142.0,1,2.9,32.75626853,55.0,15,47.1,1,96.0,6.25,93.0,0.1,622.7427477000001,369588.0,2.1,2.2,0.639,11.2,5.45043316560111,1.3,95.1,,,77.1,70.33184531413079,,512.0,17486.0
112,australia,2015,Developed,82.8,59.0,1,,0.0,93.0,74,66.6,1,93.0,,93.0,0.1,56554.3876,23789338.0,0.6,0.6,0.937,20.4,3.4691882263830203,1.86,100.0,,,,,,,25770000.0
113,australia,2014,Developed,82.7,6.0,1,9.71,10769.36305,91.0,340,66.1,1,92.0,9.42,92.0,0.1,62214.6912,2346694.0,0.6,0.6,0.9359999999999999,20.4,4.3063839544263,1.87,100.0,,34.4,,,,,25060000.0
114,australia,2013,Developed,82.5,61.0,1,9.87,11734.853809999999,91.0,158,65.5,1,91.0,9.36,91.0,0.1,67792.3386,23117353.0,0.6,0.6,0.9329999999999999,20.3,3.4258235802902504,1.89,99.9,,,,,,,24940000.0
115,australia,2012,Developed,82.3,61.0,1,10.03,11714.99858,91.0,199,65.0,1,92.0,9.36,92.0,0.1,67677.63477,22728254.0,0.6,0.6,0.93,20.1,3.72217187360839,1.9,99.9,,,,,,,24338000.0
116,australia,2011,Developed,82.0,63.0,1,10.3,10986.26527,92.0,190,64.4,1,92.0,9.2,92.0,0.1,62245.129,223424.0,0.6,0.6,0.927,19.8,4.69372391405916,1.92,99.9,,,,,,,23789000.0
117,australia,2010,Developed,81.9,64.0,1,10.52,8875.786493000001,92.0,70,63.9,1,92.0,9.2,92.0,0.1,51874.848,223175.0,0.7,0.6,0.927,19.5,3.07211866626719,1.93,99.9,,34.7,20.5,,,,22500000.0
118,australia,2009,Developed,81.7,66.0,1,10.62,7172.275229000001,94.0,104,63.4,1,92.0,9.5,92.0,0.1,42742.998980000004,216917.0,0.7,0.6,0.925,19.1,3.09151820481379,1.94,99.9,,,19.5,,,,22200000.0
119,australia,2008,Developed,81.3,66.0,1,10.76,8547.292356999998,94.0,65,62.9,1,92.0,8.78,92.0,0.1,49664.6854,212492.0,0.7,0.6,0.9209999999999999,19.1,4.28465048042784,1.94,99.8,,35.4,18.2,,,2820.0,22120000.0
120,australia,2007,Developed,81.3,66.0,1,10.56,872.5986092,94.0,11,62.5,2,92.0,8.53,92.0,0.1,4991.98289,28276.0,0.7,0.6,0.9179999999999999,19.0,5.20924970813456,1.92,99.8,516.0,,18.0,,,2750.0,21260000.0
121,australia,2006,Developed,81.2,66.0,1,10.31,6187.062017,95.0,0,62.0,2,92.0,8.49,92.0,0.1,36118.28381,26979.0,0.7,0.6,0.915,20.3,4.0950242402329,1.89,99.8,,,18.7,,,2770.0,19760000.0
122,australia,2005,Developed,81.0,67.0,1,10.3,579.1331637,95.0,10,61.5,2,92.0,8.45,92.0,0.1,3416.71483,23948.0,0.7,0.6,0.91,20.3,-3.6188146350101205,1.86,99.8,,,18.6,,,2760.0,18420000.0
123,australia,2004,Developed,86.0,69.0,1,9.84,588.568371,95.0,70,6.9,1,92.0,8.57,92.0,0.1,3472.3797700000005,21274.0,0.7,0.6,0.9079999999999999,20.7,7.00544417278242,1.82,99.8,,33.1,18.3,,,2680.0,16480000.0
124,australia,2003,Developed,83.0,71.0,1,9.97,3829.550928,95.0,91,6.3,1,92.0,8.32,93.0,0.1,23465.38559,198954.0,0.7,0.7,0.905,20.6,1.92614705261838,1.79,99.7,499.0,33.5,18.3,,0.271,2580.0,14347000.0
125,australia,2002,Developed,79.9,73.0,1,9.84,46.387181899999995,95.0,32,59.6,2,92.0,8.39,92.0,0.1,281.81763,196514.0,0.7,0.7,0.902,20.1,3.71376212294673,1.78,99.7,,,18.8,,,2620.0,12670000.0
126,australia,2001,Developed,79.9,75.0,1,9.53,3064.301144,94.0,141,59.0,2,91.0,8.18,92.0,0.1,19517.84168,19413.0,0.7,0.7,0.899,20.5,2.8324023443195703,1.76,99.7,,33.5,19.3,,0.262,2560.0,11132000.0
127,australia,2000,Developed,79.5,78.0,1,10.17,347.18736,,108,58.2,2,9.0,8.8,9.0,0.1,2169.9210000000003,19153.0,0.7,0.7,0.897,20.4,3.5867452694896502,1.76,99.7,,,19.8,,,2540.0,8562000.0
128,austria,2015,Developed,81.5,65.0,0,,0.0,93.0,309,57.6,0,93.0,,93.0,0.1,43665.947,8633169.0,1.9,2.1,0.892,15.9,-2.08889644070062,1.49,100.0,,30.5,,,,,13470623.0
129,austria,2014,Developed,81.4,66.0,0,12.32,8350.193523,98.0,117,57.1,0,98.0,11.21,98.0,0.1,51322.63997,8541575.0,1.8,2.0,0.892,15.9,0.387373361663698,1.48,100.0,,30.5,,,,,12952605.0
130,austria,2013,Developed,81.1,68.0,0,11.82,90.58501176,95.0,0,56.6,0,95.0,11.14,95.0,0.1,554.71532,8479375.0,1.8,2.0,0.887,15.7,0.10489199786555199,1.47,100.0,,30.8,,,,,13272000.0
131,austria,2012,Developed,88.0,7.0,0,12.26,7878.3723549999995,92.0,36,56.1,0,92.0,11.17,92.0,0.1,48333.57273,8429991.0,1.8,2.0,0.884,15.7,1.2746210241656102,1.46,100.0,,30.5,,,,,13588000.0
132,austria,2011,Developed,88.0,73.0,0,12.04,8272.306756999998,89.0,68,55.7,0,89.0,1.94,89.0,0.1,51126.741389999996,8391643.0,1.7,2.0,0.88,15.7,5.33121321219852,1.44,100.0,,30.8,,,,,13022578.0
133,austria,2010,Developed,84.0,75.0,0,12.1,7423.228773999999,86.0,52,55.2,0,86.0,11.17,86.0,0.1,46657.629,836344.0,1.7,1.9,0.872,15.4,-5.61565003443295,1.44,100.0,,30.3,14.6,,,,12241000.0
134,austria,2009,Developed,82.0,77.0,0,11.3,8053.557637999999,83.0,49,54.7,0,83.0,11.19,83.0,0.1,47654.187210000004,8343323.0,1.7,1.9,0.87,15.3,3.5734768412160802,1.39,100.0,,31.5,14.5,,,,11434000.0
135,austria,2008,Developed,84.0,76.0,0,12.0,8329.731655,83.0,448,54.2,0,83.0,1.6,83.0,0.1,51386.37665,8321496.0,1.7,1.9,0.8640000000000001,15.1,1.4643800456260299,1.41,100.0,,30.4,14.7,,,2070.0,10816000.0
136,austria,2007,Developed,81.0,8.0,0,12.5,7453.8644,85.0,20,53.7,0,85.0,1.4,85.0,0.1,46586.6525,8295487.0,1.7,1.9,0.86,15.2,17.7173406826104,1.38,100.0,505.0,30.6,15.4,,,2050.0,9912000.0
137,austria,2006,Developed,79.8,81.0,0,12.4,69.92899358,83.0,23,53.2,0,83.0,1.35,83.0,0.1,443.99361,8268641.0,1.7,1.9,0.8540000000000001,15.0,3.1251494779180096,1.41,100.0,,29.6,15.8,,,2080.0,9281000.0
138,austria,2005,Developed,79.4,85.0,0,12.4,5992.588029,86.0,9,52.7,0,86.0,1.53,86.0,0.1,38242.4252,8227829.0,1.7,1.9,0.848,14.9,25.665397147098304,1.41,100.0,,28.7,15.7,,,2090.0,8665000.0
139,austria,2004,Developed,79.3,86.0,0,12.1,5316.877456,83.0,15,52.2,0,83.0,1.56,83.0,0.1,36693.4262,8171966.0,1.7,1.9,0.841,14.7,1.0580275788808,1.42,100.0,,29.8,16.0,,0.0278,2050.0,7992000.0
140,austria,2003,Developed,78.8,88.0,0,12.2,504.4308735,83.0,90,51.7,0,84.0,1.48,84.0,0.1,3212.9355,8121423.0,1.7,1.9,0.8370000000000001,14.7,2.36726090513175,1.38,100.0,,29.5,16.4,,,2070.0,7274000.0
141,austria,2002,Developed,78.7,9.0,0,12.5,3979.057728,81.0,0,51.2,0,82.0,1.27,83.0,0.1,26351.37568,881957.0,1.7,1.9,0.847,16.1,0.0648363837437951,1.39,100.0,,,16.2,,,1940.0,6736000.0
142,austria,2001,Developed,78.6,92.0,0,12.4,3582.8483079999996,44.0,0,5.6,0,83.0,1.12,84.0,0.1,24489.73553,842293.0,1.7,1.9,0.8370000000000001,15.5,2.8830929822832503,1.33,100.0,,,16.1,,,1880.0,6541000.0
143,austria,2000,Developed,78.1,96.0,0,13.2,3557.455507,33.0,0,5.1,0,71.0,1.6,81.0,0.1,24517.26745,811566.0,1.7,1.9,0.833,15.4,4.319625509488279,1.37,100.0,,28.8,15.3,,0.0321,1750.0,6117000.0
144,azerbaijan,2015,Developing,72.7,118.0,5,,0.0,96.0,0,52.5,6,98.0,,96.0,0.1,55.31381999999999,9649341.0,2.8,2.9,0.758,12.7,7.626322309079981,2.09,90.0,,,,7.210855314477401,,,10697132.0
145,azerbaijan,2014,Developing,72.5,119.0,5,0.01,306.1824313,94.0,0,51.5,6,97.0,6.4,94.0,0.1,7891.299776000001,953579.0,2.8,2.9,0.752,12.2,5.8881089160048194,2.09,89.4,,,,22.7308033308548,,,10552520.0
146,azerbaijan,2013,Developing,72.2,121.0,5,2.14,275.6514934,93.0,164,5.6,6,96.0,5.54,93.0,0.1,7875.756953,941681.0,2.8,2.8,0.745,11.9,3.5319313988862504,2.08,88.7,,,,-7.5216628057718005,,,10130102.0
147,azerbaijan,2012,Developing,71.9,123.0,5,0.01,285.6103912,88.0,0,49.7,6,92.0,5.37,89.0,0.1,7496.335728,9295784.0,2.8,2.8,0.742,11.8,7.59608356760687,2.05,88.0,,,,30.8516213957771,,,10125200.0
148,azerbaijan,2011,Developing,71.6,125.0,5,1.98,263.14269900000005,84.0,0,48.8,6,91.0,5.1,87.0,0.1,7189.691229000001,917382.0,2.8,2.9,0.741,11.7,6.800620682769481,2.01,87.3,,,,31.3711344795208,,,10120105.0
149,azerbaijan,2010,Developing,71.1,13.0,5,1.98,246.56860079999998,8.0,0,48.0,6,85.0,5.33,81.0,0.1,5842.85784,954332.0,2.8,2.9,0.737,11.7,6.33804472365477,1.96,86.6,,,69.5,17.2823346578786,,,9100113.0
150,azerbaijan,2009,Developing,78.0,132.0,6,2.1,22.48638351,74.0,0,47.3,6,84.0,5.85,81.0,0.1,495.29479100000003,8947243.0,2.8,2.9,0.728,11.6,6.54760084266112,1.91,85.9,,,69.3,24.3181057931538,,,7757120.0
151,azerbaijan,2008,Developing,73.0,141.0,6,1.18,206.26161340000002,68.0,5,46.6,6,85.0,4.37,81.0,0.1,5574.6382,87634.0,2.8,2.9,0.7190000000000001,11.6,8.16090965787349,1.87,85.2,,,73.3,25.6863781298943,0.0272,922.0,6548000.0
152,azerbaijan,2007,Developing,73.0,14.0,6,1.02,176.01071059999998,62.0,0,45.9,7,81.0,5.1,79.0,0.1,3851.437869,85813.0,2.8,2.9,0.708,11.6,13.900714710248401,1.84,83.7,,,73.9,24.8575387830042,,1040.0,4519000.0
153,azerbaijan,2006,Developing,69.2,154.0,6,0.85,105.6337264,52.0,222,45.3,7,8.0,6.17,78.0,0.1,2473.8577600000003,848455.0,2.9,2.9,0.682,10.7,21.379063620360398,1.82,82.2,,,79.5,24.0260244919903,,1730.0,3323500.0
154,azerbaijan,2005,Developing,68.4,162.0,6,0.73,81.28883085,49.0,1238,44.7,7,79.0,7.86,75.0,0.1,1578.4239,839185.0,2.9,3.0,0.675,11.2,33.795047142343805,1.82,80.7,,26.6,83.0,25.0719440762745,0.0,1420.0,2242000.0
155,azerbaijan,2004,Developing,68.4,154.0,6,0.62,8.59680496,5.0,827,44.2,8,78.0,7.92,77.0,0.1,145.2163,8365.0,3.0,3.0,0.6679999999999999,11.0,54.365272196431505,1.84,79.2,,26.6,79.2,21.167760408241104,0.0,1510.0,1456523.0
156,azerbaijan,2003,Developing,67.8,154.0,7,0.55,42.41491183,51.0,1978,43.6,8,79.0,6.56,77.0,0.1,883.6439965,82341.0,3.0,3.0,0.659,10.8,55.0759046526272,1.87,77.7,,26.8,77.5,36.680389936884104,0.00329,1540.0,1057100.0
157,azerbaijan,2002,Developing,67.8,146.0,7,0.55,39.33253687,5.0,4353,43.1,9,8.0,4.47,76.0,0.1,763.73858,817195.0,3.1,3.1,0.6509999999999999,10.6,32.4667011859794,1.91,76.3,,25.3,65.3,42.9285540854501,0.0016300000000000002,1340.0,794200.0
158,azerbaijan,2001,Developing,67.5,151.0,8,0.51,4.104190077,,574,42.6,10,77.0,4.48,77.0,0.1,73.6838434,81112.0,3.1,3.1,0.642,10.4,14.3591301584017,1.96,74.8,,36.5,63.3,28.468044637305102,0.509,1310.0,730000.0
159,azerbaijan,2000,Developing,66.6,16.0,9,0.65,35.09462644,,210,42.1,11,75.0,4.67,76.0,0.1,655.974326,8486.0,3.2,3.1,0.636,10.1,2.4643738615703397,2.03,73.4,,,63.2,17.4701191027448,,1460.0,420400.0
160,bahamas,2015,Developing,76.1,147.0,0,,0.0,95.0,0,64.5,0,95.0,,95.0,0.1,,,2.5,2.5,0.79,12.6,,1.78,98.9,,,,,,,
161,bahamas,2014,Developing,75.4,16.0,0,9.45,0.0,96.0,0,63.8,0,96.0,7.74,96.0,0.1,,,2.5,2.5,0.789,12.6,,1.79,98.8,,,,,,,
162,bahamas,2013,Developing,74.8,172.0,0,9.42,0.0,97.0,0,63.2,0,97.0,7.5,97.0,0.1,,,2.5,2.5,0.79,12.6,,1.81,98.8,,,,,,,
163,bahamas,2012,Developing,74.9,167.0,0,9.5,0.0,96.0,0,62.6,0,99.0,7.43,98.0,0.2,,,2.5,2.5,0.789,12.6,,1.83,98.8,,,,,,,
164,bahamas,2011,Developing,75.0,162.0,0,9.34,0.0,95.0,0,62.0,0,97.0,7.63,98.0,0.1,,,2.5,2.5,0.7879999999999999,12.6,,1.85,98.7,,,,,,,
165,bahamas,2010,Developing,75.0,161.0,0,9.19,0.0,98.0,0,61.3,0,97.0,7.44,99.0,0.2,,,2.5,2.5,0.7879999999999999,12.6,,1.87,98.7,,,29.4,,,,
166,bahamas,2009,Developing,74.6,168.0,0,9.29,0.0,95.0,0,6.7,0,97.0,7.43,96.0,0.1,,,2.5,2.5,0.7909999999999999,12.6,,1.88,98.6,,,28.7,,,,
167,bahamas,2008,Developing,74.5,167.0,0,10.15,0.0,9.0,0,6.1,0,93.0,7.3,93.0,0.1,,,2.5,2.5,0.7909999999999999,12.6,,1.88,98.6,,,29.6,,,,
168,bahamas,2007,Developing,74.4,167.0,0,10.75,0.0,93.0,0,59.4,0,95.0,7.8,95.0,0.1,,,2.5,2.5,0.79,12.5,,1.87,98.5,,,29.7,,,,
169,bahamas,2006,Developing,74.2,171.0,0,11.07,0.0,96.0,0,58.7,0,94.0,6.93,95.0,0.1,,,2.5,2.5,0.7879999999999999,12.4,,1.87,98.5,,,27.3,,,,
170,bahamas,2005,Developing,74.1,172.0,0,10.49,0.0,93.0,0,58.1,0,93.0,5.95,93.0,0.1,,,2.6,2.5,0.7859999999999999,12.4,,1.86,98.5,,,29.5,,,,
171,bahamas,2004,Developing,73.8,174.0,0,10.1,0.0,93.0,0,57.4,0,92.0,6.2,93.0,0.1,,,2.6,2.5,0.784,12.3,,1.86,98.4,,,26.3,,,,
172,bahamas,2003,Developing,73.2,189.0,0,10.68,0.0,88.0,0,56.7,0,93.0,5.62,92.0,0.1,,,2.6,2.5,0.7829999999999999,12.2,,1.89,98.4,,,24.9,,,,
173,bahamas,2002,Developing,73.1,19.0,0,10.85,0.0,89.0,0,56.0,0,93.0,5.26,94.0,0.1,,,2.6,2.6,0.7809999999999999,12.1,,1.93,98.3,,,23.2,,,,
174,bahamas,2001,Developing,72.9,189.0,0,11.64,0.0,21.0,0,55.2,0,98.0,5.15,99.0,0.2,,,2.7,2.6,0.779,12.1,,1.99,98.3,,,21.1,,,,
175,bahamas,2000,Developing,72.6,192.0,0,12.15,0.0,,0,54.4,0,91.0,5.21,99.0,0.1,,,2.7,2.6,0.0,12.0,,2.07,98.2,,,21.1,,,,
176,bahrain,2015,Developing,76.9,69.0,0,,0.0,98.0,0,63.6,0,98.0,,98.0,0.1,22688.878240000002,,6.2,6.1,0.823,14.5,0.208487669748695,2.05,100.0,,,,,,,2519055.0
177,bahrain,2014,Developing,76.8,7.0,0,1.57,367.2556742,98.0,46,62.9,0,98.0,4.98,98.0,0.1,24983.3792,,6.1,6.0,0.82,14.5,4.548434454351179,2.07,100.0,,,,,,,2328994.0
178,bahrain,2013,Developing,76.7,7.0,0,1.65,3.968695982,99.0,0,62.2,0,99.0,4.69,99.0,0.1,251.18329,,6.1,6.0,0.815,14.5,11.4559451796382,2.08,100.0,,,,,,,2210190.0
179,bahrain,2012,Developing,76.5,71.0,0,1.7,2211.2157780000002,99.0,0,61.5,0,99.0,4.37,99.0,0.1,23649.36661,,6.1,6.0,0.812,14.5,5.02346098125284,2.09,100.0,,,,,,,2123903.0
180,bahrain,2011,Developing,76.1,76.0,0,1.66,197.77346809999997,99.0,0,6.8,0,99.0,3.4,99.0,0.1,2281.1242,,6.1,6.0,0.812,14.4,2.7134910226515494,2.12,100.0,,,,,,,1693650.0
181,bahrain,2010,Developing,76.1,73.0,0,1.93,266.7696122,99.0,0,6.1,0,99.0,3.64,99.0,0.1,2722.1389,,6.0,5.9,0.81,14.4,0.6058000457977671,2.14,100.0,,,14.5,,,,1567000.0
182,bahrain,2009,Developing,76.0,74.0,0,1.95,332.9347646,98.0,3,59.3,0,97.0,3.79,98.0,0.1,19356.67236,,6.0,5.9,0.8140000000000001,14.4,1.12105291032726,2.18,100.0,,,17.1,,,,1401974.0
183,bahrain,2008,Developing,75.8,76.0,0,2.0,231.5478912,97.0,2,58.5,0,97.0,3.17,97.0,0.1,2367.56535,,6.0,5.9,0.815,14.4,6.977585045123511,2.23,100.0,,,16.7,,,7310.0,1440782.0
184,bahrain,2007,Developing,75.6,77.0,0,2.0,278.3602806,97.0,7,57.6,0,97.0,3.8,97.0,0.1,2977.1153,,6.1,5.9,0.813,14.4,8.08243218951671,2.29,100.0,,,19.2,,,8450.0,1115979.0
185,bahrain,2006,Developing,75.5,79.0,0,2.1,170.7374027,98.0,3,56.8,0,98.0,3.8,98.0,0.1,1937.9954899999998,,6.1,5.9,0.81,14.2,15.7508650085887,2.37,100.0,,,21.1,,,7300.0,907433.0
186,bahrain,2005,Developing,75.3,81.0,0,2.05,1553.468944,98.0,4,56.1,0,98.0,3.16,98.0,0.1,17959.17854,,6.1,5.9,0.8059999999999999,14.0,6.5665944584022995,2.45,99.9,,,21.9,,,6260.0,767103.0
187,bahrain,2004,Developing,75.2,83.0,0,2.16,1380.228095,98.0,11,55.6,0,98.0,3.37,98.0,0.1,15846.47641,,6.1,5.9,0.8029999999999999,13.9,6.580210025002639,2.53,99.9,,,22.7,70.1577660629023,,5810.0,649764.0
188,bahrain,2003,Developing,75.0,85.0,0,2.16,1214.558167,98.0,12,55.2,0,97.0,3.74,97.0,0.1,14221.99259,,6.1,5.9,0.7979999999999999,13.7,4.66554367760964,2.6,99.9,,,22.3,169.21619435328898,,5610.0,443109.0
189,bahrain,2002,Developing,74.9,87.0,0,1.99,106.43033359999998,98.0,8,55.0,0,98.0,3.89,98.0,0.1,1312.33457,,6.2,5.9,0.7959999999999999,13.5,2.26180894388217,2.67,99.9,,,22.6,83.7656762480578,,5370.0,388990.0
190,bahrain,2001,Developing,74.7,9.0,0,1.95,1150.418063,99.0,5,54.8,0,99.0,3.8,99.0,0.1,12868.211000000001,,6.2,6.0,0.794,13.3,0.8952439444461859,2.72,99.9,,,22.8,101.513160525262,,5060.0,299587.0
191,bahrain,2000,Developing,74.5,92.0,0,2.15,167.7270642,97.0,6,54.5,0,97.0,3.51,97.0,0.1,13636.34668,,6.2,6.0,0.7859999999999999,13.2,4.01154558234919,2.77,99.9,,,22.3,90.9253688325589,,4860.0,205727.0
192,bangladesh,2015,Developing,71.8,129.0,92,,0.0,97.0,240,18.3,113,97.0,,97.0,0.1,121.15812,1612886.0,17.9,18.3,0.575,10.2,1.45128764663678,2.13,96.8,,,,16.5939569179889,,,131375724.0
193,bangladesh,2014,Developing,71.4,132.0,98,0.01,10.44640334,97.0,289,17.7,121,97.0,2.82,97.0,0.1,184.56543,15945279.0,18.1,18.6,0.57,10.0,1.4687128773733202,2.16,96.8,,,,15.6784705816305,,,126866091.0
194,bangladesh,2013,Developing,71.0,135.0,104,0.01,52.82986467,96.0,237,17.0,130,96.0,2.88,96.0,0.1,951.8894535000001,157571292.0,18.3,18.8,0.565,10.0,1.73541854006515,2.18,96.7,,,,17.2395226229566,,,116553076.0
195,bangladesh,2012,Developing,77.0,137.0,111,0.01,59.2589257,94.0,1986,16.4,139,94.0,3.8,94.0,0.1,856.342857,15572753.0,18.5,19.0,0.557,9.9,1.1881028498084,2.21,96.6,,,,14.264494608733198,,,97180000.0
196,bangladesh,2011,Developing,73.0,14.0,118,0.01,62.34988484,96.0,5625,15.8,150,96.0,3.16,96.0,0.1,835.789341,153911916.0,18.7,19.2,0.545,9.4,0.983166533919391,2.24,96.5,,,,9.63009068834079,,,84368700.0
197,bangladesh,2010,Developing,69.9,142.0,126,0.01,62.65945432,94.0,788,15.2,161,94.0,3.6,94.0,0.1,757.6717572000001,15214912.0,18.9,19.4,0.535,8.9,1.06893486111064,2.28,96.5,,32.1,63.4,8.994247592940711,65.4,,67923887.0
198,bangladesh,2009,Developing,69.5,144.0,135,0.01,53.26400378,97.0,718,14.6,173,97.0,2.91,97.0,0.1,681.125368,1545478.0,19.1,19.7,0.523,8.4,0.879494542360121,2.32,96.4,,,64.7,7.41998640413137,,,51359315.0
199,bangladesh,2008,Developing,69.1,147.0,144,0.01,42.48865034,96.0,2660,14.0,186,96.0,2.85,96.0,0.1,615.7775411,14885814.0,19.3,19.9,0.52,8.6,1.4497483960094,2.38,96.3,,,66.0,12.2368604647064,,68.1,44640000.0
200,bangladesh,2007,Developing,68.6,151.0,154,0.01,46.36536703,95.0,2924,13.5,201,96.0,2.8,94.0,0.1,541.651484,147139191.0,19.5,2.1,0.513,8.6,0.8177544242033241,2.44,96.2,,,63.3,9.17227373304589,,62.6,34370000.0
201,bangladesh,2006,Developing,68.2,152.0,164,0.01,42.3304549,86.0,6192,13.0,215,95.0,2.8,94.0,0.1,494.51465999999994,1453684.0,19.7,2.3,0.506,8.4,0.635657187878018,2.52,96.1,,,61.2,7.29358100113562,,63.2,19130983.0
202,bangladesh,2005,Developing,67.8,155.0,174,0.01,38.05462002,45.0,25934,12.5,231,94.0,2.68,93.0,0.1,484.155471,14343111.0,19.9,2.5,0.499,8.2,1.17120896046669,2.61,96.0,,33.2,62.6,9.002160959656962,72.2,59.1,9000000.0
203,bangladesh,2004,Developing,67.3,158.0,185,0.01,4.11469667,11.0,9743,12.0,247,88.0,2.62,99.0,0.1,46.7579167,14137489.0,2.1,2.7,0.491,8.1,0.689472335587341,2.7,95.9,,,58.7,10.3754804623872,,56.7,2781560.0
204,bangladesh,2003,Developing,66.8,161.0,196,0.01,35.48458957,5.0,4067,11.6,264,9.0,2.51,87.0,0.1,432.7388972,139191.0,2.3,2.9,0.484,7.9,0.445960783298092,2.8,95.7,,,59.7,9.657797741766599,,52.4,1365000.0
205,bangladesh,2002,Developing,66.3,164.0,207,0.01,0.397228764,,3484,11.2,280,83.0,2.59,83.0,0.1,4.6135745,1366667.0,2.5,21.1,0.47600000000000003,7.7,0.0955793676464671,2.91,95.6,,,57.9,6.09459306661528,,49.9,1075000.0
206,bangladesh,2001,Developing,65.8,168.0,219,0.01,3.395069781,,4414,1.8,298,85.0,2.47,85.0,0.1,42.5981152,1341716.0,2.7,21.3,0.46799999999999997,7.5,0.145443904569924,3.01,95.4,,,57.5,7.060182768270151,,46.5,520000.0
207,bangladesh,2000,Developing,65.3,173.0,231,0.01,3.69633051,,5098,1.4,316,83.0,2.33,82.0,0.1,45.63371,131581243.0,2.9,21.5,0.45899999999999996,7.3,0.525362089236089,3.12,95.2,,33.4,58.0,7.64809995047754,77.6,42.2,279000.0
208,barbados,2015,Developing,75.5,98.0,0,,0.0,97.0,0,54.5,0,97.0,,97.0,0.1,15557.8381,,3.8,3.7,0.794,15.3,1.4705145650661298,1.8,98.5,,,,,,,334792.0
209,barbados,2014,Developing,75.4,1.0,0,8.82,294.9056584,94.0,0,53.7,0,95.0,7.47,94.0,0.1,15359.66971,,3.8,3.7,0.7929999999999999,15.3,11.9101332595511,1.79,98.5,,,,,,,305456.0
210,barbados,2013,Developing,75.2,11.0,0,8.74,263.0372838,91.0,0,53.0,0,91.0,7.57,91.0,0.1,15472.7814,,3.8,3.8,0.792,15.3,-0.172828755445087,1.79,98.5,,,,,,,307708.0
211,barbados,2012,Developing,75.1,12.0,0,8.61,260.0043858,87.0,0,52.2,0,88.0,7.43,87.0,0.1,15384.8749,,3.8,3.8,0.785,15.3,9.48295389753179,1.79,98.4,,,,,,,349296.0
212,barbados,2011,Developing,74.9,14.0,0,8.51,173.9825629,91.0,0,51.4,0,91.0,6.67,91.0,0.1,15534.1574,,3.8,3.8,0.78,15.5,8.32246142170036,1.79,98.4,,,,,,,347917.0
213,barbados,2010,Developing,74.7,16.0,0,8.41,154.96308630000001,86.0,0,5.7,0,9.0,6.17,86.0,0.1,1595.91232,,3.8,3.8,0.7809999999999999,15.8,14.7646404311742,1.78,98.4,,,,55.22257364028089,,,350061.0
214,barbados,2009,Developing,74.6,19.0,0,8.46,327.1618128,93.0,0,49.9,0,93.0,6.21,93.0,0.1,16523.32388,,3.8,3.8,0.779,15.5,10.259533442255,1.78,98.4,,,,41.7994763503899,,,337061.0
215,barbados,2008,Developing,74.4,111.0,0,8.95,25.52277112,85.0,0,49.2,0,85.0,6.1,85.0,0.1,1657.3228,,3.9,3.9,0.775,15.3,9.65611528119845,1.77,98.4,,,,33.1492492586827,,,288662.0
